,title,date,month,year,source,order_month,label,url
900,Imboost Kontraindikasi untuk Covid-19 ,2020-03-01,March,2020,kominfo,3,,
901,Informasi Penangguhan Pembayaran Angsuran Sinarmas Multifinance ,2020-03-01,March,2020,kominfo,3,,
902,"Video “Seekor burung gergasi berbentuk manusia telah muncul di puncak bangunan Vatikan, ",2020-03-01,March,2020,kominfo,3,,
903,Menteri Dilarang Melayat ke Solo karena Ibunda Jokowi Meninggal Positif Corona ,2020-03-01,March,2020,kominfo,3,,
904,TNI Keluarkan Surat Daftar Daerah Zona Merah Covid-19 ,2020-03-01,March,2020,kominfo,3,,
905,Ketum PDIP Megawati Masuk DPO karena Membiarkan Virus Corona Masuk Indonesia ,2020-03-01,March,2020,kominfo,3,,
906,Himbauan Tidak Melewati Area Renon karena 7 ASN Pemprov Bali Terkena Covid-19 ,2020-03-01,March,2020,kominfo,3,,
907,Tim Medis dari Tiongkok Wuhan Siap membantu Indonesia ,2020-03-01,March,2020,kominfo,3,,
908,ASN Dishub Suspect Corona Diisolasi di RSUD Kajen ,2020-03-01,March,2020,kominfo,3,,
909,"Hantavirus, Virus Baru yang Muncul di China selain Corona ",2020-03-01,March,2020,kominfo,3,,
910,Pesan Berantai Berisi Himbauan untuk Tidak Keluar Rumah Pada 28 Maret 2020 karena Puncak ,2020-03-01,March,2020,kominfo,3,,
911,Penutupan Pasar Kepahiang Terkait Penyemprotan Disinfektan ,2020-03-01,March,2020,kominfo,3,,
912,Jakarta Lockdown Mulai 28 Maret 2020 ,2020-03-01,March,2020,kominfo,3,,
913,Bayi Di Uruguay Yang Lahir Dengan Telapak Tangan Bertuliskan God Is Coming ,2020-03-01,March,2020,kominfo,3,,
914,"Imbas Corona, Pelayanan KUA Tutup Hingga Batas Waktu yang ditentukan ",2020-03-01,March,2020,kominfo,3,,
915,Foto Kereta di AS Angkut Bahan Baku Virus Corona COVID-19 ,2020-03-01,March,2020,kominfo,3,,
916,RSI Aisyiyah Malang Rawat Pasien Corona asal Belanda ,2020-03-01,March,2020,kominfo,3,,
917,Pendeta di Lampung Meninggal Karena Positif Corona ,2020-03-01,March,2020,kominfo,3,,
918,Pesan Berantai Pernyataan Rumah Sakit Dr Mohammad Hoesin (RSMPalembang soal ,2020-03-01,March,2020,kominfo,3,,
919,Akun Palsu dan Dugaan Penipuan Mengatasnamakan Desainer Anne Avantie ,2020-03-01,March,2020,kominfo,3,,
920,Pemkab Bekasi Lockdown Tambun Selatan dan Cibitung Mulai Awal April 2020 ,2020-03-01,March,2020,kominfo,3,,
921,Makassar Lockdown Mulai Senin 30 Maret ,2020-03-01,March,2020,kominfo,3,,
922,Mengunyah Daun Sirih Bisa jadi Antiseptik Cegah Korona ,2020-03-01,March,2020,kominfo,3,,
923,Pesan Berantai Mengatasnamakan KSP-RI ,2020-03-01,March,2020,kominfo,3,,
924,Kawasan Tertib Physical Distancing di Jembatan Suramadu ,2020-03-01,March,2020,kominfo,3,,
925,Surat Edaran Keputusan Gubernur Bali Tentang Perpanjangan Status Darurat Bencana ,2020-03-01,March,2020,kominfo,3,,
926,Penutupan Pasar di Lampung Barat ,2020-03-01,March,2020,kominfo,3,,
927,Pelabuhan Lampung Ditutup Sampai Lebaran Haji Karena Covid-19 ,2020-03-01,March,2020,kominfo,3,,
928,Screening di Pintu Masuk Bontang Terkait Corona ,2020-03-01,March,2020,kominfo,3,,
929,Dinas Kesehatan (DKPurworejo Melayani Pemeriksaan Bagi Pendatang Dari Luar Daerah ,2020-03-01,March,2020,kominfo,3,,
930,Pasar Andir ditutup akibat Virus Corona ,2020-03-01,March,2020,kominfo,3,,
931,Pengumuman Kompensasi Uang Kuliah di Universitas Brawijaya ,2020-03-01,March,2020,kominfo,3,,
932,Penjarahan di Meksiko yang Dipicu oleh Kepanikan atas Virus Corona ,2020-03-01,March,2020,kominfo,3,,
933,"Kim Jong Un Mengenakan Kemeja Putih Bertuliskan ""Bersih, Merakyat, Kerja Nyata"" ",2020-03-01,March,2020,kominfo,3,,
934,Foto : “ItaliTidak ada lagi ruang yang tersedia di rumah saki#CoronavirusLockdown” ,2020-03-01,March,2020,kominfo,3,,
935,Pemerintah Arab Saudi Membatalkan Ibadah Haji Tahun ini untuk Mengatasi Penyebaran Virus ,2020-03-01,March,2020,kominfo,3,,
936,"Kampung Krapyak Lockdown, Warga Krapyak yang Baru Pulang dari Luar Negeri Dijemput ",2020-03-01,March,2020,kominfo,3,,
937,Jenazah Ibunda Jokowi Naik Ke Permukaan ,2020-03-01,March,2020,kominfo,3,,
938,Kompensasi Listrik dari PLN Untuk WFH ,2020-03-01,March,2020,kominfo,3,,
939,Surat Edaran Screening Covid-19 Desa Caturtunggal ,2020-03-01,March,2020,kominfo,3,,
940,Kota Kendari Bakal Lockdown Mulai 1 April 2020 ,2020-03-01,March,2020,kominfo,3,,
941,Bahaya Makan Ayam Boiler ,2020-03-01,March,2020,kominfo,3,,
942,Bukittinggi Segera Lockdown ,2020-03-01,March,2020,kominfo,3,,
943,Viral Pesan Berantai Area Bandung Lockdown ,2020-03-01,March,2020,kominfo,3,,
944,Info Pemalakan Warga di Cideng ,2020-03-01,March,2020,kominfo,3,,
945,Resto di Wilayah Gombong Terpapar Virus Corona ,2020-03-01,March,2020,kominfo,3,,
946,Cipinang Melayu Lockdown Tutup Jalan Kalimalang ,2020-03-01,March,2020,kominfo,3,,
947,Pesawat Lion Air Jatuh di Filipina ,2020-03-01,March,2020,kominfo,3,,
948,Kompensasi dalam Rangka Menghindari Penyebaran Covid-19 Mengatasnamakan Kemenko ,2020-03-01,March,2020,kominfo,3,,
949,Amoxcilin Dapat Membunuh Virus Corona ,2020-03-01,March,2020,kominfo,3,,
950,Surat Edaran Mengatasnamakan Pemkot Balikpapan Terkait Penutupan Jalan ,2020-03-01,March,2020,kominfo,3,,
951,Penutupan Pasar Tanjung Bajure Jambi terkait Corona ,2020-03-01,March,2020,kominfo,3,,
952,Menghirup Uap Panas Bisa Membunuh Virus Corona ,2020-03-01,March,2020,kominfo,3,,
953,Video “Di india Lockdown buntutnya rusuh” ,2020-03-01,March,2020,kominfo,3,,
954,Foto “kumpulan untuk mengakhiri COVID-19 di Cleveland hari ini” ,2020-03-01,March,2020,kominfo,3,,
955,Foto Kepadatan Penghuni Bangunan di India Saat Lockdown ,2020-03-01,March,2020,kominfo,3,,
956,Larangan Non KTP Bali Menyeberang dari Pelabuhan Ketapang ,2020-03-01,March,2020,kominfo,3,,
957,59 Jemaat Gereja Tew4s Minum Dettol demi Cegah CORONA ,2020-03-01,March,2020,kominfo,3,,
958,Warga Samarinda Terkapar karena Terjangkit Corona ,2020-03-01,March,2020,kominfo,3,,
959,Ikon-ikon Kota yang Unik Ada di Wuhan Cina ,2020-03-01,March,2020,kominfo,3,,
960,Gubernur Anies Nyolong 161 Jenazah Covid-19 ,2020-03-01,March,2020,kominfo,3,,
961,Pontianak Akan Berlakukan Karantina Wilayah ,2020-03-01,March,2020,kominfo,3,,
962,Lowongan Kerja Relawan Rapid Test di Dinkes Kota Palu ,2020-04-01,April,2020,kominfo,4,,
963,Info Pasien Yang Sudah Sembuh Dari RS Persahabatan ,2020-04-01,April,2020,kominfo,4,,
964,Pasar Prabumulih Akan Tutup Selama 2 Minggu ,2020-04-01,April,2020,kominfo,4,,
965,Pemilik E-KTP akan Mendapatkan Kompensasi Sebesar Rp 1jut,2020-04-01,April,2020,kominfo,4,,
966,Imigran China Sengaja Membawa Virus untuk Membasmi Rakyat +62 ,2020-04-01,April,2020,kominfo,4,,
967,Pakaian Bekas Pasien Corona di China ,2020-04-01,April,2020,kominfo,4,,
968,Pasien Positif Corona Kabur Dari RSAL Mintohardjo ,2020-04-01,April,2020,kominfo,4,,
969,Penganut Kristen Lantunkan Asmaul Husna dan Kalimat Tauhid untuk Menghadapi Wabah ,2020-04-01,April,2020,kominfo,4,,
970,Rezim Jokowi Pertontonkan Mega Korupsi Rp 59 Triliun di Tengah Pandemi Covid-19 ,2020-04-01,April,2020,kominfo,4,,
971,Foto “Habib Rizieq sudah menjadi tangan kanan yang mulia Baginda Donald Trump” ,2020-04-01,April,2020,kominfo,4,,
972,Berendam Air Laut Pada Siang Hari Dapat Sembuhkan Corona ,2020-04-01,April,2020,kominfo,4,,
973,Modus Penipuan Mencatut Nama dan Foto Karyawan Perusda Sulsel di Tengah Wabah Corona ,2020-04-01,April,2020,kominfo,4,,
974,Teh dapat menyembuhkan COVID-19 ,2020-04-01,April,2020,kominfo,4,,
975,Kakak-Adik Relawan di RS Wisma Atlet Meninggal karena Corona ,2020-04-01,April,2020,kominfo,4,,
976,Literasi Covid-19 dari Pakar Virus DMoIndro Cahyono ,2020-04-01,April,2020,kominfo,4,,
977,"Dukung #DiRumahAja, Netflix Kasih Layanan Gratis Tiga Bulan ",2020-04-01,April,2020,kominfo,4,,
978,"Warga Boalemo, Gorontalo Positif Corona ",2020-04-01,April,2020,kominfo,4,,
979,Karantina Wilayah di Pekanbaru pada Tanggal 7 April 2020 Selama 20 Hari ,2020-04-01,April,2020,kominfo,4,,
980,Warga Jakarta Saling Memberikan Semangat di Balkon Apartemen ,2020-04-01,April,2020,kominfo,4,,
981,Video Penutupan Jalan di Rawa Bokor karena Zona Merah ,2020-04-01,April,2020,kominfo,4,,
982,Surat Edaran Mengatasnamakan Dinas Kesehatan Kota Tasikmalaya Tentang Rekomendasi dan ,2020-04-01,April,2020,kominfo,4,,
983,Gubernur Anies Terpapar Virus Corona ,2020-04-01,April,2020,kominfo,4,,
984,Pembunuhan Massal Berkedok Virus Corona ,2020-04-01,April,2020,kominfo,4,,
985,Salah Satu Warga JMangga Besar Kelapa Tujuh Kotabumi positif Covid-19 ,2020-04-01,April,2020,kominfo,4,,
986,"Tagar #LuhutPengkhianatRI Trending di Twitter, Luhut Malu sama Keluarga di Rumah ",2020-04-01,April,2020,kominfo,4,,
987,"Video ""Ini Lockdown di Spanyol"" ",2020-04-01,April,2020,kominfo,4,,
988,Foto Uang yang Dibuang oleh Warga Italia di Tengah Pandemi Corona ,2020-04-01,April,2020,kominfo,4,,
989,Jakarta menjadi Daerah Paling Banyak Terinfeksi Virus Covid-19 karena Salah Pilih Gubernur ,2020-04-01,April,2020,kominfo,4,,
990,Jenazah Positif Corona Menumpuk di RSHS Bandung ,2020-04-01,April,2020,kominfo,4,,
991,Air Alkali dapat Membunuh Virus Corona ,2020-04-01,April,2020,kominfo,4,,
992,"Satu Keluarga Kena Corona, Tinggal di Bintaro Sektor 2 ",2020-04-01,April,2020,kominfo,4,,
993,"Video ""Wanita Paruh Baya Korban Perampokan Dengan Berpura-pura Penyemprotan Virus ",2020-04-01,April,2020,kominfo,4,,
994,Satu Warga di Wilayah Kelurahan Sukawarna Kota Bandung Positif Virus Corona ,2020-04-01,April,2020,kominfo,4,,
995,Lima Warga Kampung Malang Pandegiling Dikabarkan Positif Covid-19 ,2020-04-01,April,2020,kominfo,4,,
996,Foto Prosesi Pemakaman Ibunda Jokowi Tidak Dimandikan dan Tidak Dishalati Karena ,2020-04-01,April,2020,kominfo,4,,
997,Pria di Binjai Positif Corona Melarikan Diri dan Jadi Buronan ,2020-04-01,April,2020,kominfo,4,,
998,Pendataan Resmi Calon Penerima Kartu Prakerja oleh Kemnaker ,2020-04-01,April,2020,kominfo,4,,
999,Anggaran Penanganan Corona di DKI Jakarta Hanya 130 Miliar ,2020-04-01,April,2020,kominfo,4,,
1000,Besok 4 April Kota Cirebon Lockdown ,2020-04-01,April,2020,kominfo,4,,
1001,Potret Bentuk Virus Covid-19 yang Berhasil Diperbesar Oleh Ilmuwan India ,2020-04-01,April,2020,kominfo,4,,
1002,Video Saddam Hussein Mendiskusikan Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1003,"Video “Italian millionaire terjun Dari bagunan, karena keluarganya semua kena virus ",2020-04-01,April,2020,kominfo,4,,
1004,"Pasien Positif Corona di RSUD Mulia, Puncak Jaya Papua ",2020-04-01,April,2020,kominfo,4,,
1005,Foto Anies Marah dan Jokowi Akui Dirinya Jongos Tiongkok ,2020-04-01,April,2020,kominfo,4,,
1006,"Pasar Citraland Tutup 10 Hari, Pasar Genteng 7 Hari ",2020-04-01,April,2020,kominfo,4,,
1007,Ungkapan Bahagia Gubernur Lampung Untuk Perantau dan Informasi Penutupan Bakauheni 7 ,2020-04-01,April,2020,kominfo,4,,
1008,Foto Gapura Perbatasan Lamongan-Gresik Dibarikade Bambu ,2020-04-01,April,2020,kominfo,4,,
1009,Pesan Berantai Bantuan Dana dari Kominfo untuk Masyarakat Terdampak Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1010,Cover Majalah Tempo Edisi 1-7 April 2020 Dalam Bayang-Bayang Luhut ,2020-04-01,April,2020,kominfo,4,,
1011,Beberapa Dokter RS Panti Rapih Yogyakarta Tidak Praktek ,2020-04-01,April,2020,kominfo,4,,
1012,Pasien Virus Corona dalam Kapal KM Niki Sejahtera di Pelabuhan Laut Ende ,2020-04-01,April,2020,kominfo,4,,
1013,Italia Tidak Bisa Mengontrol Virus dan Mengucapkan Selamat Tinggal kepada Dunia ,2020-04-01,April,2020,kominfo,4,,
1014,Penangkapan Profesor Harvard Pembuat Virus Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1015,Foto “Dampak 16 Hari Lockdown di Italia” ,2020-04-01,April,2020,kominfo,4,,
1016,Pernyataan Menteri Keuangan RI Terkait Listrik Gratis dan Diskon ,2020-04-01,April,2020,kominfo,4,,
1017,Satu Warga Terinfeksi Virus Corona Di Kecamatan Baraka Kabupaten Enrekang ,2020-04-01,April,2020,kominfo,4,,
1018,Pasien Covid-19 Kabur dari RS Wahidin Makassar ,2020-04-01,April,2020,kominfo,4,,
1019,Data 8 Warga Pasuruan Positif Corona ,2020-04-01,April,2020,kominfo,4,,
1020,"Senin 6 April 2020, Kota Jayapura akan Dinaikkan Statusnya Menjadi Tanggap Darurat ",2020-04-01,April,2020,kominfo,4,,
1021,Gereja Imanuel Tetap Akan Melaksanakan Paskah ,2020-04-01,April,2020,kominfo,4,,
1022,"Perempuan Tergeletak di Harcomas Mangga, Terkena Virus Covid-19 ",2020-04-01,April,2020,kominfo,4,,
1023,Gereja Minta di Azankan Karena Corona Tidak Aktif Bila Mendengar Suara Azan ,2020-04-01,April,2020,kominfo,4,,
1024,Virus Corona di India Disebarkan oleh Masyarakat Muslim dari Beberapa Negara ,2020-04-01,April,2020,kominfo,4,,
1025,Video “ITALIA bergema takbir aamiin” ,2020-04-01,April,2020,kominfo,4,,
1026,Puluhan Hotel di Bali Dijual Karena Terdampak Pandemi Virus Corona ,2020-04-01,April,2020,kominfo,4,,
1027,Puluhan Gedung SD Di Ponorogo Dijadikan Tempat Isolasi Pemudik ,2020-04-01,April,2020,kominfo,4,,
1028,"OPS Simpatik 2020 ""Tidak Berboncengan untuk Memutus Mata Rantai Covid-19"" ",2020-04-01,April,2020,kominfo,4,,
1029,Perampokan Sadis di Muara Karang ,2020-04-01,April,2020,kominfo,4,,
1030,E-KTP Mulai 1 April Dapat Kompensasi Rp 25000 ,2020-04-01,April,2020,kominfo,4,,
1031,Beredar Pamflet Jadwal Imsakiyah Ramadhan 1441 Hijriyah Makassar ,2020-04-01,April,2020,kominfo,4,,
1032,Ajudan Gubernur Kaltara Terpapar Corona ,2020-04-01,April,2020,kominfo,4,,
1033,"Modus Menghabisi Ulama, 5000 Ustadz Akan Disuntik Covid-19 Sampai Mati ",2020-04-01,April,2020,kominfo,4,,
1034,"Kasus Positif Corona Masih Puluhan, Malaysia Berlakukan Lockdown ",2020-04-01,April,2020,kominfo,4,,
1035,Menteri Agama Izinkan Masjid Gelar Salat Tarawih dan Buka Puasa Bersama ,2020-04-01,April,2020,kominfo,4,,
1036,Fasilitas Khusus Untuk TKA Siluman China ,2020-04-01,April,2020,kominfo,4,,
1037,Video Donald Trump Diruqyah karena Stres Menghadapi Pandemi Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1038,Cepu di Lockdown Kendaraan dari Arah Jatim Dipersilahkan Putar Balik ,2020-04-01,April,2020,kominfo,4,,
1039,PLN Diam-diam Menaikkan Listrik Non Subsidi ,2020-04-01,April,2020,kominfo,4,,
1040,Penambahan Kasus Positif Covid-19 di Kabupaten Kotawaringin Timur ,2020-04-01,April,2020,kominfo,4,,
1041,Pesan Berantai Wilayah Penatih Denpasar Ditutup ,2020-04-01,April,2020,kominfo,4,,
1042,"Pesan Berantai WhatsApp ""SITUBONDO LOCKDOWN"" ",2020-04-01,April,2020,kominfo,4,,
1043,"Akun Facebook Mengatasnamakan Walikota Pekanbaru, Bapak Firdau",2020-04-01,April,2020,kominfo,4,,
1044,Jalan Sampangan Semarang Ditutup Akibat Corona ,2020-04-01,April,2020,kominfo,4,,
1045,Pesan Berantai 200 Napi Lapas Magelang Dibebaskan Tanpa Melalui Tahap Seleksi ,2020-04-01,April,2020,kominfo,4,,
1046,Kapal Queen Soya Bermuatan TKA China Masuk Pelabuhan Samarinda ,2020-04-01,April,2020,kominfo,4,,
1047,Video Aksi Corona Jihad ,2020-04-01,April,2020,kominfo,4,,
1048,Makassar Zona Merah (Covid-1Warga Luar Dilarang Masuk ,2020-04-01,April,2020,kominfo,4,,
1049,Razia Pengendara Motor yang Tidak Pakai Masker ,2020-04-01,April,2020,kominfo,4,,
1050,Presiden Erdogan Sebut Tak Ada Masjid yang Ditutup di Turki Saat Wabah Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1051,Himbauan Kepala DKK Jepara Terkait Warga Sekuro Terindikasi  Terkena Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1052,Operasi Semeru 2020 Polres Mojokerto Kenakan Denda bagi Pengendara Tidak Pakai Masker ,2020-04-01,April,2020,kominfo,4,,
1053,Tarif Listrik Nonsubsidi Naik 100 Persen karena Subsidi Silang ,2020-04-01,April,2020,kominfo,4,,
1054,Peduli Covid-19 Pertamina Turunkan Harga BBM Hingga 50 Persen ,2020-04-01,April,2020,kominfo,4,,
1055,Pasien PDP Corona Kabur dari RS Undata ,2020-04-01,April,2020,kominfo,4,,
1056,Ajakan 3 Hari untuk Tidak Keluar Rumah ,2020-04-01,April,2020,kominfo,4,,
1057,Video Polisi Australia Tangkap Perempuan China karena Meludahi Sayuran ,2020-04-01,April,2020,kominfo,4,,
1058,Perampokan di Tidar Surabaya ,2020-04-01,April,2020,kominfo,4,,
1059,Satpol PP Palangkaraya Menyisir Anak Punk Positif Corona ,2020-04-01,April,2020,kominfo,4,,
1060,Alat Ini Sudah Di- Setting Suhu 36-37°C Oleh Komunis China untuk Membunuh Para Ulama ,2020-04-01,April,2020,kominfo,4,,
1061,Wakil Gubernur DKI Jakarta Ahmad Riza Patria Ex Narapidana ,2020-04-01,April,2020,kominfo,4,,
1062,Lokasi Karantina Corona untuk TKI dari Luar Negeri yang Pulang ke Jawa Timur ,2020-04-01,April,2020,kominfo,4,,
1063,PT KAI Batalkan Seluruh Perjalanan Jakarta selama PSBB ,2020-04-01,April,2020,kominfo,4,,
1064,Penutupan Pasar di Soppeng selama Tiga Hari ,2020-04-01,April,2020,kominfo,4,,
1065,Pesan Mengatasnamakan dari Polresta Yogyakarta Waspada Pasca Asimilasi Napi di Yogya ,2020-04-01,April,2020,kominfo,4,,
1066,Luhut Bilang Pemerintah Tak Peduli bila Rakyat Meninggal ,2020-04-01,April,2020,kominfo,4,,
1067,Baturaja Lockdown Mulai 10 April Selama 14 Hari ,2020-04-01,April,2020,kominfo,4,,
1068,Pasien RSUD Meranti Positif Covid 19 Riwayat Perjalanan Dari Jakarta Warga Kampung Baru ,2020-04-01,April,2020,kominfo,4,,
1069,Kupang Lockdown Selama Tiga Hari ,2020-04-01,April,2020,kominfo,4,,
1070,Razia Masker di Cilacap Tidak Pakai Masker Denda Rp 50 Ribu ,2020-04-01,April,2020,kominfo,4,,
1071,Video Warga Italia Sujud Berjamaah Gara-Gara Corona ,2020-04-01,April,2020,kominfo,4,,
1072,Video Driver Mitra Grab Kembalikan Mobil di Pool Cinere ,2020-04-01,April,2020,kominfo,4,,
1073,Uang Tunai dalam Paket Bansos PSBB Covid-19 DKI Jakarta ,2020-04-01,April,2020,kominfo,4,,
1074,Jus Pare Bisa Menyembuhkan Virus Corona ,2020-04-01,April,2020,kominfo,4,,
1075,"PSBB Selama 3 hari Kedepan, Akses Jalan Purwakarta akan Ditutup ",2020-04-01,April,2020,kominfo,4,,
1076,"Lagu “Corona” dari Bimbo, Lagu 30 Tahun yang Lalu Jadi Kenyataan ",2020-04-01,April,2020,kominfo,4,,
1077,Surat Himbauan dari Dinas Kesehatan Kota Batam ,2020-04-01,April,2020,kominfo,4,,
1078,"RSUD Wangaya Kehabisan Masker dan ABD, juga Permohonan Bantuan Mengatasnamakan ",2020-04-01,April,2020,kominfo,4,,
1079,"Viral Pasien Positif Covid-19 Kabur Tidak Kooperatif di Tiban, Batam ",2020-04-01,April,2020,kominfo,4,,
1080,Mengatasnamakan PT MOSI Bekerjasama dengan BUMN Mendatangkan Alat Rapid Test ,2020-04-01,April,2020,kominfo,4,,
1081,Info Aksi Pemalakan di Ruas Jalan Bandung ,2020-04-01,April,2020,kominfo,4,,
1082,Makassar Lockdown Tiga Hari ,2020-04-01,April,2020,kominfo,4,,
1083,"Tadi Malam di Amerika Serikat, Sholat Magrib Berjamaah di Masjid sampai Tumpah Ruah di Jalan ",2020-04-01,April,2020,kominfo,4,,
1084,Pasien Positif Corona Ponorogo Meninggal ,2020-04-01,April,2020,kominfo,4,,
1085,DCheng Bilang Berdasarkan Pengalamannya Menangani Pasien Covid-19 Cukup Pakai ,2020-04-01,April,2020,kominfo,4,,
1086,Video Viral Seseorang Jadi Korban Begal di Jakarta Utara ,2020-04-01,April,2020,kominfo,4,,
1087,Adidas Bagi-bagi Sepatu Gratis untuk Lawan Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1088,"Ada 1 Warga Meninggal Positif Covid-19, Bupati Klaten Tetapkan Juwiring Zona Merah ",2020-04-01,April,2020,kominfo,4,,
1089,"Link ""Pemerintah Berikan Internet Gratis"" ",2020-04-01,April,2020,kominfo,4,,
1090,Akhirnya Amerika Tunduk dengan China ,2020-04-01,April,2020,kominfo,4,,
1091,Daftar Nama Pasien Dokter Terkonfirmasi Covid-19 di Bangkalan ,2020-04-01,April,2020,kominfo,4,,
1092,Dokter di Italia Sengaja Membunuh 3000 Orang Pasien Corona ,2020-04-01,April,2020,kominfo,4,,
1093,Video Letusan Gunung Anak Krakatau 10 April 2020 ,2020-04-01,April,2020,kominfo,4,,
1094,"Pesan Berantai Penerapan PSBB, Kendaraan Dilarang Masuk Depok ",2020-04-01,April,2020,kominfo,4,,
1095,Ada Warga Positif Corona Berkeliaran di Perempatan Gianyar ,2020-04-01,April,2020,kominfo,4,,
1096,Anak-Anak yang Keluar Rumah Selama PSBB Diberi Sanksi Kurungan 3 Bulan dan KJP Dicabut ,2020-04-01,April,2020,kominfo,4,,
1097,Hujan Es Sebesar Bola Tenis di Tawangmangu ,2020-04-01,April,2020,kominfo,4,,
1098,Pemadaman Listrik di Jakarta Selatan Akibat Ledakan Kabel Tanah ,2020-04-01,April,2020,kominfo,4,,
1099,Anies akan Bagi Rata Virus Corona untuk Setiap Rumah ,2020-04-01,April,2020,kominfo,4,,
1100,Presiden Jokowi Bagi-bagi Sembako Sabtu Malam di Istana Bogor ,2020-04-01,April,2020,kominfo,4,,
1101,Polisi Italia Menangkap Lansia Karena Keluar Rumah ,2020-04-01,April,2020,kominfo,4,,
1102,Kisah Kehidupan Nyata Sofia dan Antonio yang Bekerja sebagai Perawat di Italia ,2020-04-01,April,2020,kominfo,4,,
1103,Ada Warga Meninggal di Dalam Mobil Indomaret Arcamanik ,2020-04-01,April,2020,kominfo,4,,
1104,Penghadangan Truk Sembako oleh Ojol di Surabaya ,2020-04-01,April,2020,kominfo,4,,
1105,Akun Instagram Mengatasnamakan BNPB Meminta Sumbangan Dana ,2020-04-01,April,2020,kominfo,4,,
1106,"Akun Media Sosial ""Erick Thohir For President 2024"" ",2020-04-01,April,2020,kominfo,4,,
1107,Anggaran Bansos PSBB DKI Jakarta Berpotensi Dikorupsi ,2020-04-01,April,2020,kominfo,4,,
1108,Presiden Jokowi Keluarkan Kartu Corona Indonesia Sehat (KARCI,2020-04-01,April,2020,kominfo,4,,
1109,Hotman Paris Berencana Undang BTS dan EXO setelah Virus Corona Teratasi ,2020-04-01,April,2020,kominfo,4,,
1110,Setya Novanto Dibebaskan karena COVID-19 ,2020-04-01,April,2020,kominfo,4,,
1111,Video TKA China Terus Berdatangan ke Indonesia ,2020-04-01,April,2020,kominfo,4,,
1112,Informasi Penembakan di Perum Monjali Sleman ,2020-04-01,April,2020,kominfo,4,,
1113,Gubernur Anies Sibuk Korupsi Uang Sembako di Tengah Kepanikan Warga DKI ,2020-04-01,April,2020,kominfo,4,,
1114,PUSKESAD Tawarkan Sejumlah Alat Medis untuk Dijual ,2020-04-01,April,2020,kominfo,4,,
1115,Tidur Siang Setelah Melahirkan Dapat Menyebabkan Darah Putih Naik Ke Mata ,2020-04-01,April,2020,kominfo,4,,
1116,Video Korban Begal di Jalan Ciwaruga ,2020-04-01,April,2020,kominfo,4,,
1117,Akun Facebook Mengatasnamakan Wakil Bupati Cilacap ,2020-04-01,April,2020,kominfo,4,,
1118,Selebaran Dinkes Jatim Jual Paket Sembako Murah ,2020-04-01,April,2020,kominfo,4,,
1119,TVRI Tayangkan Sepasang Anak Berbusana Muslim dalam Program Mimbar Agama Katolik ,2020-04-01,April,2020,kominfo,4,,
1120,Sejumlah Polisi India Tiba di Indonesia ,2020-04-01,April,2020,kominfo,4,,
1121,Xi Jinping Sebut Hanya RI yang Mampu Kendalikan COVID-19 ,2020-04-01,April,2020,kominfo,4,,
1122,Donald Trump Buka Sidang dengan Bacaan Al-Qur’an ,2020-04-01,April,2020,kominfo,4,,
1123,Shopee Impor Satu Juta Masker Untuk BNPB ,2020-04-01,April,2020,kominfo,4,,
1124,Pasar Tebet Barat Ditutup Total karena Kabar Pemilik Salah Satu Toko Meninggal Positif ,2020-04-01,April,2020,kominfo,4,,
1125,Pemakaman PDP (Covid-1di Gambut Sempat Ditolak ,2020-04-01,April,2020,kominfo,4,,
1126,Analisis Kondisi Perbankan Akibat Dampak Virus Corona OJK ,2020-04-01,April,2020,kominfo,4,,
1127,Pasien Positif Corona di Kota Salatiga adalah Pemilik Toko Topsy Istana Busana ,2020-04-01,April,2020,kominfo,4,,
1128,Warga Bandung Yang Tidak Menggunakan Masker Jika Keluar Rumah atau ,2020-04-01,April,2020,kominfo,4,,
1129,000 Rupiah ,2020-04-01,April,2020,kominfo,4,,
1130,Raja Salman Dirawat Intensif Karena Covid-19 ,2020-04-01,April,2020,kominfo,4,,
1131,Video Jenazah Muslim di New York yang Meninggal Karena Corona ,2020-04-01,April,2020,kominfo,4,,
1132,Pesan Berantai Berisi Hasil Rapat Disdagin Terkait Pelaksanaan PSBB di Kota Bandung ,2020-04-01,April,2020,kominfo,4,,
1133,File PDF Data Pasien Positif Covid-19 Surabaya di WhatsApp ,2020-04-01,April,2020,kominfo,4,,
1134,Garam Dapur NACL Dapat Melawan Virus Corona ,2020-04-01,April,2020,kominfo,4,,
1135,Aplikasi Edukasi Corona (PeduliLindungKemenkominfo Rawan Phising dan Malware ,2020-04-01,April,2020,kominfo,4,,
1136,Wanita di Rungkut Surabaya Tewas Dipukul Begal ,2020-04-01,April,2020,kominfo,4,,
1137,Surat Permohonan Bantuan Mengatasnamakan Badan Koordinasi Penanaman Modal ,2020-04-01,April,2020,kominfo,4,,
1138,Jembatan Barito Bapela Patah ,2020-04-01,April,2020,kominfo,4,,
